years_used,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,selling_price
14,99500,0,0,0,2,11.5,1991,147.9,7.0,500000
14,110000,0,0,0,1,17.0,1405,71.0,5.0,200000
9,35000,1,0,0,0,19.49,1198,67.04,5.0,370000
15,110000,0,0,0,1,16.2,1493,110.0,5.0,260000
9,100000,0,0,0,0,25.32,1198,77.0,6.0,280000
11,21000,1,0,0,0,16.02,1373,93.7,7.0,610000
12,60000,0,0,0,1,23.5,1498,90.0,5.0,300000
15,40000,0,0,0,0,16.6,1405,70.0,5.0,140000
17,50000,1,0,0,0,19.81,1086,68.05,5.0,229999
15,65000,1,0,0,1,19.0,998,66.1,5.0,200000
14,80000,1,0,0,0,18.9,998,67.1,5.0,200000
10,119000,0,0,0,0,23.9,1582,126.2,5.0,560000
9,80000,0,0,0,0,24.52,1248,88.5,7.0,750000
8,90000,0,0,0,0,25.2,1248,74.0,5.0,585000
9,20000,1,0,0,0,17.01,1591,121.4,5.0,760000
11,80000,0,0,0,1,25.2,1248,74.0,5.0,430000
5,44665,0,0,0,0,25.32,1198,77.0,6.0,480000
7,60000,1,0,0,0,20.14,1197,81.86,5.0,500000
9,22000,1,0,0,0,18.5,1198,86.8,5.0,425000
11,25000,1,0,0,0,22.74,796,47.3,5.0,250000
9,70000,0,0,0,0,27.62,793,47.0,5.0,285000
17,123000,1,0,0,2,17.5,1298,85.8,5.0,160000
14,70000,0,0,0,1,20.54,1598,103.6,5.0,250000
12,70000,1,0,0,1,18.6,1199,79.4,5.0,170000
12,45000,0,0,0,0,23.59,1364,67.06,5.0,409999
10,40000,1,0,1,0,18.9,1197,82.0,5.0,400000
6,30000,0,0,0,0,28.4,1248,74.02,5.0,700000
18,90000,1,0,1,0,12.9,1799,130.0,5.0,350000
9,34000,1,0,0,1,17.5,1373,91.1,7.0,660000
8,25000,1,0,0,0,24.7,796,47.3,5.0,268000
9,50000,1,0,0,0,22.74,796,47.3,5.0,270000
12,50000,0,0,0,0,25.44,936,57.6,5.0,300000
8,90000,1,0,0,0,23.84,1199,84.0,5.0,450000
13,70000,0,0,0,1,25.44,936,57.6,5.0,220000
16,146000,0,0,0,1,13.93,2179,138.0,7.0,250000
13,85000,1,0,0,1,15.6,1196,70.0,5.0,300000
16,201850,0,0,0,1,17.88,1396,52.8,5.0,88000
9,30000,0,0,0,0,26.59,1248,74.0,5.0,561000
7,15000,0,0,0,0,28.4,1248,74.02,5.0,755000
8,25000,1,0,0,0,22.7,799,53.64,5.0,235000
14,90000,1,0,0,0,20.92,998,67.1,5.0,165000
17,80000,0,0,0,1,19.3,1248,73.9,5.0,190000
14,50000,0,0,0,0,17.2,1396,53.5,5.0,110000
13,80000,0,0,0,1,13.6,2523,63.0,8.0,320000
9,38000,1,0,0,0,18.6,1197,81.83,5.0,540000
12,60000,1,0,0,0,21.1,814,55.2,5.0,180000
9,100000,1,0,0,2,15.37,1196,73.0,7.0,270000
13,30000,1,0,0,0,17.5,1197,85.8,5.0,450000
11,30000,1,0,0,0,19.1,1197,85.8,5.0,450000
10,50000,1,0,0,0,18.6,1199,76.8,5.0,200000
8,42000,1,0,0,0,23.84,1199,84.0,5.0,425000
9,30000,1,0,0,0,18.2,1199,82.4,5.0,400000
16,60000,1,0,0,2,19.7,796,46.3,5.0,125000
10,22000,1,0,0,0,17.4,1497,117.3,5.0,900000
13,90000,0,0,0,0,20.54,1598,103.6,5.0,450000
14,46000,1,0,0,0,20.92,998,67.1,5.0,210000
7,20000,1,0,0,0,18.6,1197,81.83,5.0,801000
11,15000,0,0,0,0,15.42,1405,70.0,7.0,317000
10,40000,1,0,0,1,16.02,1373,93.7,7.0,600000
11,30000,1,0,0,1,18.5,1197,82.85,5.0,330000
8,15000,1,0,0,1,21.1,814,55.2,5.0,320000
18,110000,1,0,0,1,15.3,1341,83.0,5.0,120000
16,70000,1,0,0,1,19.7,796,46.3,5.0,130000
10,80000,1,0,0,0,18.2,1199,82.4,5.0,220000
10,110000,1,0,0,0,17.57,1193,88.7,5.0,340000
12,70000,0,0,0,1,19.68,1399,67.0,5.0,200000
23,50000,1,0,0,1,19.7,796,46.3,5.0,140000
12,190000,0,0,0,0,12.99,2494,100.6,8.0,1000000
15,100000,0,0,0,1,13.6,2523,63.0,7.0,495000
10,60000,1,0,0,0,22.74,796,47.3,5.0,236000
10,40000,1,0,0,0,20.51,998,67.04,5.0,390000
16,90000,0,0,0,1,19.3,1248,73.9,5.0,275000
10,110000,0,0,0,0,14.1,2179,147.94,7.0,503000
8,32000,0,1,0,0,24.3,1248,88.5,5.0,775000
9,30000,0,0,1,0,11.36,2755,171.5,7.0,1800000
9,58000,0,0,0,0,19.67,1582,126.2,5.0,850000
7,5000,0,0,0,0,24.3,1248,88.5,5.0,750000
7,25000,1,0,0,0,18.6,1197,81.83,5.0,570000
7,32000,1,0,0,0,18.9,1197,81.86,5.0,580000
9,30000,1,0,0,0,18.7,1199,88.7,5.0,484999
8,43000,1,1,0,0,15.4,1497,117.3,7.0,700000
13,60000,1,1,0,0,17.7,1497,113.42,5.0,415000
10,50000,1,0,1,0,19.34,1198,76.0,5.0,325000
7,14200,1,0,0,0,18.16,1196,86.8,5.0,550000
8,10000,1,0,0,0,21.1,814,55.2,5.0,300000
7,25000,1,0,0,0,22.7,799,53.64,5.0,217000
7,19100,1,0,0,0,19.0,1194,94.68,5.0,700000
6,25000,1,0,1,3,20.3,1086,68.0,5.0,466000
11,54000,0,1,0,0,23.0,1498,98.96,5.0,484999
7,35000,0,0,0,0,22.71,1461,84.8,5.0,670000
7,20000,1,0,0,1,18.9,1197,81.86,5.0,500000
9,52000,0,0,0,0,23.65,1248,88.5,5.0,675000
14,120000,0,0,0,1,23.0,1396,90.0,5.0,220000
12,120000,0,0,0,1,20.77,1248,88.8,7.0,630000
15,90000,0,0,0,1,18.8,1248,90.0,5.0,250000
21,120000,1,0,0,2,18.9,998,67.1,5.0,120000
10,101500,0,0,0,1,21.14,1498,103.52,5.0,300000
12,75000,0,0,1,0,22.32,1582,126.3,5.0,525000
9,100000,0,0,0,0,15.4,1997,120.0,7.0,1100000
13,55735,0,0,0,1,19.01,1461,108.45,5.0,480000
11,80000,0,0,0,1,15.1,2179,140.0,7.0,605000
9,50000,1,0,0,1,24.7,796,47.3,5.0,250000
12,70000,0,0,0,1,20.0,1399,68.1,5.0,245000
13,76000,1,0,0,3,20.36,1197,78.9,5.0,210000
5,1500,1,0,0,0,21.21,1197,81.8,5.0,730000
13,76000,0,0,0,0,15.96,2523,62.1,7.0,500000
10,40000,1,0,0,0,20.51,998,67.04,5.0,400000
10,60000,1,0,0,1,21.1,814,55.2,5.0,280000
16,170000,0,0,0,2,12.8,2494,102.0,8.0,561000
9,53319,0,1,0,0,25.44,936,56.3,5.0,375000
8,40906,0,1,0,0,21.66,1498,108.62,5.0,700000
13,31711,1,1,0,1,17.6,1496,88.7,5.0,375000
13,43755,1,1,0,1,21.1,814,55.2,5.0,270000
9,66693,1,1,0,0,25.17,799,53.3,5.0,300000
15,59549,1,1,0,0,19.0,998,67.1,5.0,225000
10,94385,0,1,0,0,12.99,2494,100.6,8.0,1350000
15,73730,1,1,0,0,18.2,998,67.1,5.0,200000
14,221889,0,1,0,0,22.32,1582,126.32,5.0,400000
12,116104,0,1,0,0,25.8,1498,98.6,5.0,500000
10,150546,1,1,0,0,22.0,1197,81.8,5.0,500000
12,148120,0,1,0,0,14.24,2755,174.5,7.0,1500000
10,20000,1,0,0,1,15.8,1499,110.0,5.0,555000
7,30000,1,0,1,0,18.9,1197,81.86,5.0,580000
14,142000,0,0,0,2,13.7,2179,138.1,7.0,337000
14,20000,0,0,0,0,12.2,1948,68.0,10.0,175000
16,120000,0,0,0,1,18.8,1248,90.0,5.0,180000
14,80000,1,0,0,0,19.81,1086,68.05,5.0,200000
9,60000,0,0,0,0,19.09,1405,69.01,5.0,260000
9,25000,1,0,0,0,23.01,999,67.0,5.0,350000
14,50000,0,0,0,1,13.6,2523,63.0,7.0,409999
8,126000,0,0,0,0,18.49,1493,100.0,7.0,655000
10,170000,0,0,0,0,26.59,1248,74.0,5.0,370000
12,24000,1,0,0,0,22.74,796,47.3,5.0,200000
8,100000,0,0,0,1,24.52,1248,88.5,7.0,800000
6,10000,1,0,0,0,24.0,1199,83.81,5.0,550000
13,70000,0,0,0,1,20.0,1399,68.0,5.0,300000
8,40000,1,0,0,0,16.8,796,34.2,8.0,220000
14,110000,1,0,0,0,18.9,998,67.1,5.0,196000
17,80000,1,0,0,1,19.81,1086,68.05,5.0,135000
10,16500,1,0,0,0,17.57,1193,88.7,5.0,299000
8,30000,1,0,0,0,23.95,998,67.05,5.0,300000
8,80000,0,0,0,0,24.52,1248,88.5,7.0,720000
9,50000,0,0,0,2,14.1,2179,147.94,7.0,650000
9,25000,1,0,0,0,23.95,998,67.05,5.0,300000
6,20000,0,0,0,0,24.0,1186,73.97,5.0,750000
9,60000,1,0,0,0,25.17,799,53.3,5.0,260000
14,70000,0,0,0,1,22.9,1248,74.0,5.0,300000
11,50000,0,0,0,1,15.96,2523,62.1,7.0,600000
21,100000,1,0,1,1,9.0,2997,218.0,5.0,275000
10,52000,1,0,0,0,23.95,998,67.05,5.0,250000
11,80000,0,0,0,0,23.4,1248,74.0,5.0,420000
10,50000,1,0,0,0,21.1,814,55.2,5.0,235000
9,60000,0,0,0,0,15.4,2179,120.0,7.0,1100000
6,25000,1,0,0,0,23.95,998,67.05,5.0,360000
11,50000,0,0,0,1,24.0,1120,70.0,5.0,380000
9,125000,0,0,0,0,22.77,1498,98.59,5.0,650000
9,80000,1,0,0,0,20.51,998,67.04,5.0,350000
8,70000,0,0,0,0,15.96,2523,63.0,9.0,700000
15,90000,0,0,0,2,23.0,1396,90.0,5.0,270000
8,50000,0,0,0,0,22.95,1248,74.0,5.0,450000
9,101000,0,0,0,0,16.55,2498,105.0,6.0,630000
15,168000,0,0,0,0,14.0,2498,112.0,7.0,229999
15,168000,0,0,0,0,14.0,2498,112.0,7.0,229999
14,40000,1,0,0,0,18.9,998,67.1,5.0,270000
16,28900,1,0,0,1,0.0,1172,65.0,5.0,135000
13,20000,1,0,0,0,18.9,998,67.1,5.0,275000
8,9000,0,1,1,0,13.6,1999,177.0,5.0,2625000
8,45000,0,1,1,0,19.33,1999,177.0,5.0,3200000
10,110000,0,0,0,0,14.1,2179,147.94,7.0,503000
6,20000,0,0,1,0,18.0,1969,190.0,5.0,3800000
9,68089,1,2,1,0,19.16,2494,157.7,5.0,2000000
12,58343,1,2,0,0,21.79,998,67.05,5.0,225000
7,38817,0,1,0,0,27.39,1248,74.0,5.0,740000
9,56494,1,2,0,0,18.2,1199,88.7,5.0,550000
12,79328,0,2,0,1,12.99,2494,100.6,7.0,750000
6,5621,1,2,1,0,22.0,1197,81.8,5.0,650000
8,25538,1,2,0,0,16.78,1496,88.73,5.0,625000
7,69779,1,1,1,0,22.0,1197,81.8,5.0,600000
8,56290,0,1,0,0,24.0,1186,73.97,5.0,450000
6,7500,0,1,1,0,16.78,1995,190.0,5.0,5400000
6,8500,0,1,1,0,16.78,1995,190.0,5.0,5500000
6,7032,1,2,1,0,19.0,1199,88.76,5.0,779000
9,11000,1,1,1,0,14.3,1598,103.5,5.0,645000
7,2000,0,1,1,0,16.8,1984,150.0,5.0,2475000
10,165000,0,0,0,0,18.49,1493,100.0,7.0,634000
13,98500,1,0,0,1,19.0,998,66.1,5.0,235000
17,98000,1,0,0,2,20.36,1197,78.9,5.0,275000
11,40000,0,0,0,1,16.55,2498,105.0,6.0,700000
12,90000,0,0,0,0,20.3,1248,92.0,5.0,400000
13,90000,1,0,0,2,19.7,796,46.3,5.0,215000
16,110000,0,0,0,1,17.1,1493,110.0,5.0,150000
7,77800,0,0,0,0,25.1,1248,88.5,5.0,950000
10,100000,0,0,0,0,18.49,1493,100.0,7.0,730000
13,120000,0,0,0,1,19.0,1405,71.0,5.0,135000
9,80000,1,0,0,1,19.1,1197,82.0,5.0,350000
7,21000,1,0,0,1,18.15,1198,82.0,6.0,535000
7,100000,1,0,0,1,19.0,1197,85.8,5.0,455000
6,25000,1,0,0,0,21.21,1197,81.8,5.0,655000
6,30000,0,0,0,2,23.0,1498,98.96,5.0,800000
7,25000,1,0,1,0,17.8,1496,105.5,5.0,1100000
9,40000,0,0,1,0,13.0,2143,204.0,5.0,3000000
13,160000,0,0,1,0,11.5,2982,169.0,7.0,1225000
7,51492,1,0,0,0,18.15,1198,82.0,6.0,340000
14,72000,0,0,0,1,20.54,1598,103.6,5.0,300000
9,60000,1,0,0,0,18.16,1196,86.8,5.0,370000
12,136000,0,0,0,1,15.96,2523,62.1,7.0,330000
11,60000,1,0,0,0,17.92,1086,62.1,5.0,238000
12,90000,1,0,0,0,17.92,1086,62.1,5.0,200000
11,91000,0,0,0,3,22.71,1461,84.8,5.0,320000
16,90000,1,0,0,3,17.92,1086,62.1,5.0,114999
10,50000,1,0,0,1,20.51,998,67.04,5.0,320000
15,20000,1,0,0,0,19.81,1086,68.05,5.0,210000
14,120000,0,0,0,0,14.0,2489,95.0,8.0,200000
16,150000,1,0,0,1,18.9,1061,67.0,5.0,135000
10,52000,0,0,0,0,19.09,1405,69.01,5.0,350000
11,167000,0,0,0,1,13.6,2523,63.0,8.0,350000
8,40000,0,0,0,0,28.4,1248,74.02,5.0,680000
15,190000,0,0,0,1,17.8,1248,75.0,5.0,200000
9,50000,1,0,0,0,23.01,999,67.0,5.0,300000
14,70000,0,0,0,1,14.0,2498,112.0,7.0,270000
13,80000,1,0,0,1,18.9,998,67.1,5.0,225000
17,120000,0,0,0,0,13.6,2523,63.0,8.0,250000
10,40000,0,0,0,1,18.49,1493,100.0,7.0,590000
10,17000,1,0,0,0,21.1,814,55.2,5.0,290000
15,180000,1,0,0,1,19.0,998,67.1,5.0,100000
9,50000,1,0,0,0,23.1,998,67.04,5.0,395000
11,65000,1,0,0,1,21.1,814,55.2,5.0,195000
14,10000,1,0,0,2,26.0,624,35.0,4.0,45000
16,70000,0,0,0,1,13.6,2523,63.0,8.0,270000
11,90000,0,0,0,1,13.58,2499,72.4,9.0,600000
10,50000,0,0,0,0,22.54,1396,88.73,5.0,715000
6,10000,1,0,0,0,18.6,1197,81.86,5.0,600000
6,25000,0,0,0,0,18.49,1493,100.0,7.0,875000
14,100000,0,0,0,1,13.5,2179,115.0,5.0,420000
18,70000,1,0,1,1,10.1,2354,152.0,5.0,325000
8,30000,1,0,0,0,20.63,1198,67.06,5.0,385000
9,40000,1,0,0,0,18.15,1198,82.0,6.0,300000
13,135000,0,0,0,0,21.9,1396,88.76,5.0,335000
11,35000,1,0,0,0,23.1,998,67.04,5.0,300000
21,120000,1,0,0,1,13.2,1495,94.0,5.0,80000
13,120000,0,0,0,0,15.96,2523,62.1,7.0,400000
13,190000,0,0,0,1,19.09,1396,69.0,5.0,168000
9,120000,0,0,0,0,15.96,2523,62.1,9.0,550000
14,175000,0,0,0,2,13.6,2523,63.0,7.0,320000
14,175000,0,0,0,2,15.96,2523,63.0,9.0,320000
14,25000,1,0,0,1,16.95,1498,97.7,5.0,350000
12,80000,0,0,0,0,21.02,1248,88.76,5.0,280000
8,70000,0,0,0,1,24.4,1120,71.0,5.0,550000
7,10000,1,0,0,0,20.14,1197,81.86,5.0,500000
6,6000,1,0,0,0,19.0,1194,94.68,5.0,700000
12,90000,0,0,0,1,20.5,1598,103.5,5.0,380000
13,110000,0,0,0,1,15.96,2523,63.0,9.0,340000
18,120000,0,0,0,2,13.6,2523,63.0,9.0,160000
11,50000,0,0,0,0,12.99,2494,100.6,7.0,750000
7,20000,1,0,1,0,18.9,1197,81.86,5.0,531000
8,35000,1,0,0,0,23.01,999,67.0,5.0,300000
11,60000,0,0,0,1,20.14,1498,88.8,5.0,350000
15,68000,1,0,0,3,18.6,1199,79.4,5.0,150000
10,30000,1,0,0,0,20.4,1197,81.8,5.0,450000
8,54000,0,0,0,0,16.0,2179,140.0,7.0,1625000
19,120000,0,0,0,2,16.8,1405,68.0,5.0,85000
7,30000,1,0,0,0,18.9,1197,81.86,5.0,450000
8,50000,0,0,0,0,27.28,1047,69.0,5.0,360000
5,6000,1,0,0,0,23.95,998,67.05,5.0,390000
14,50000,1,0,0,1,15.37,1196,73.0,7.0,145000
13,90000,0,0,0,2,12.05,2179,120.0,8.0,540000
17,126000,0,0,0,2,12.8,2494,102.0,8.0,290000
12,90000,0,0,0,0,25.0,1396,69.0,5.0,300000
8,80000,1,0,0,0,18.16,1196,86.8,5.0,565000
14,70000,0,0,0,1,10.5,2609,120.0,7.0,441000
14,80000,1,0,0,1,21.1,814,55.2,5.0,180000
12,80000,1,0,0,1,21.1,814,55.2,5.0,200000
20,150000,1,0,0,1,19.7,796,46.3,5.0,85000
19,110000,0,0,0,3,17.88,1396,52.8,5.0,67500
9,110000,0,0,0,1,24.3,1248,88.5,5.0,700000
15,80000,0,0,0,3,22.07,1199,73.9,5.0,275000
6,20000,1,0,0,0,18.9,1197,81.86,5.0,600000
14,120000,0,0,0,0,13.0,2489,95.0,8.0,250000
9,120000,0,0,0,0,15.96,2523,63.0,9.0,600000
15,80000,0,0,0,1,20.4,1248,91.2,5.0,200000
10,91500,0,0,0,1,24.0,1120,70.0,5.0,425000
13,120000,0,0,0,1,19.3,1248,73.9,5.0,420000
13,100000,0,0,0,1,23.0,1396,90.0,5.0,321000
13,120000,0,0,0,3,14.0,2498,112.0,8.0,350000
8,80000,1,0,0,0,17.8,1198,86.7,5.0,490000
10,90000,0,0,0,0,15.4,2523,75.0,7.0,680000
9,70000,1,0,0,0,23.95,998,67.05,5.0,298000
14,150000,0,0,0,3,13.5,2179,115.0,5.0,450000
13,40000,0,0,0,0,22.3,1248,74.0,5.0,250000
12,110000,0,0,1,2,12.8,2953,156.0,7.0,1075000
8,20000,1,0,0,0,18.9,1197,82.0,5.0,500000
6,10000,1,0,0,0,19.0,1194,94.68,5.0,681000
11,90000,0,0,0,1,15.1,2179,140.0,7.0,650000
17,70000,1,0,0,1,15.26,1150,74.9,5.0,80000
16,120000,0,0,0,0,13.6,2523,63.0,7.0,290000
19,120000,0,0,0,1,10.5,2179,120.0,8.0,220000
16,90000,1,0,0,1,0.0,1086,62.0,5.0,120000
8,80000,1,0,0,0,22.7,799,53.0,5.0,229999
22,132478,0,0,0,1,13.6,2523,63.0,7.0,150000
11,45000,1,0,0,0,19.1,1197,85.8,5.0,500000
12,120000,0,0,0,0,19.09,1396,69.0,5.0,175000
6,10000,1,0,0,0,19.0,1194,94.68,5.0,720000
13,51000,1,0,0,0,16.1,796,37.0,4.0,100000
16,105000,1,0,1,1,12.9,1799,130.0,5.0,250000
11,100000,0,0,0,0,15.1,2179,140.0,7.0,810000
15,30000,1,0,0,2,19.7,796,46.3,5.0,165000
9,60000,0,0,0,1,12.2,1994,105.3,10.0,409999
12,86000,0,0,0,1,22.9,1248,74.0,5.0,430000
10,15000,1,0,0,0,20.62,1198,67.0,7.0,300000
14,137500,0,0,0,2,19.3,1248,73.9,5.0,350000
7,60000,1,0,0,0,23.01,999,67.0,5.0,400000
9,70000,0,0,0,0,18.2,1248,73.74,7.0,420000
10,5000,1,0,0,0,20.51,998,67.04,5.0,430000
8,30000,1,0,0,0,20.4,1197,81.8,5.0,573000
10,40000,1,0,0,0,21.1,814,55.2,5.0,210000
10,60000,0,0,0,0,19.01,1461,108.45,5.0,600000
17,70000,1,0,0,2,17.7,1497,78.0,5.0,150000
6,15000,1,0,0,0,20.3,1199,84.0,5.0,550000
14,110000,0,0,0,1,19.3,1248,73.9,5.0,320000
25,70000,1,0,0,3,16.1,796,37.0,4.0,80000
6,10000,0,0,0,0,27.4,1498,98.63,5.0,800000
12,60000,1,0,0,0,16.02,1373,93.7,7.0,500000
14,110000,0,0,0,1,18.8,1248,90.0,5.0,229999
12,60000,1,0,0,0,16.02,1373,93.7,7.0,500000
10,35000,1,0,0,0,18.6,1197,81.83,5.0,630000
9,70000,1,0,0,1,16.8,796,34.2,8.0,190000
14,110000,0,0,0,1,18.8,1248,90.0,5.0,229999
14,100000,0,0,0,1,13.6,2523,63.0,7.0,450000
17,120000,1,0,0,0,19.7,796,46.3,5.0,95000
16,90000,1,0,0,3,19.7,796,35.0,8.0,101000
9,70000,0,0,0,1,25.8,1498,98.6,5.0,500000
11,88000,0,0,0,1,12.99,2494,100.6,7.0,1019999
13,38000,1,0,0,0,21.1,814,55.2,5.0,244000
12,90000,1,0,0,1,20.51,998,67.04,5.0,250000
9,60000,1,0,0,0,21.4,1197,83.1,5.0,660000
15,60000,1,0,0,0,18.5,1197,80.0,5.0,270000
13,156060,0,0,0,0,23.2,1248,73.94,5.0,280000
8,60000,0,0,0,0,19.67,1582,126.2,5.0,1050000
8,70000,1,0,0,0,20.85,1197,83.14,5.0,525000
8,35000,0,0,0,0,23.9,1582,126.2,5.0,850000
9,50000,0,0,0,0,16.0,1997,140.0,7.0,1165000
13,50000,1,0,0,1,18.6,1197,85.8,5.0,345000
18,100000,1,0,0,1,17.8,1086,63.0,5.0,95000
10,15000,1,0,0,0,22.74,796,47.3,5.0,241000
10,20000,1,0,0,0,22.74,796,47.3,5.0,235000
10,80000,0,0,0,0,22.77,1498,98.59,5.0,615000
11,110000,0,0,0,1,20.8,1461,64.1,5.0,350000
11,35000,1,0,0,0,20.51,998,67.04,5.0,350000
11,35000,1,0,0,0,20.51,998,67.04,5.0,380000
8,140000,0,0,0,0,14.07,2956,69.01,7.0,400000
15,40000,1,0,0,0,19.0,998,67.1,5.0,220000
17,110000,0,0,0,2,14.4,2179,120.0,7.0,270000
13,70000,1,0,0,1,18.5,1197,85.8,5.0,275000
16,100000,0,0,0,1,17.0,1405,71.0,5.0,125000
10,20000,1,0,0,0,19.81,1086,68.05,5.0,360000
6,15000,1,0,0,0,18.9,1197,81.86,5.0,550000
14,70000,1,0,0,1,16.6,1388,68.0,5.0,200000
9,20000,1,0,0,0,18.15,1198,82.0,6.0,327000
9,15000,1,0,0,0,19.81,1086,68.05,5.0,425000
8,107000,0,0,0,0,28.4,1248,74.02,5.0,620000
14,54000,0,0,0,1,18.4,1248,75.0,5.0,130000
16,58000,1,0,0,0,19.7,796,46.3,5.0,120000
14,110000,0,0,0,1,12.05,2179,120.0,8.0,400000
18,90000,0,0,0,3,16.8,1493,110.0,5.0,185000
10,43000,1,0,0,1,20.3,998,68.05,5.0,204999
8,43000,0,0,0,0,28.4,1248,74.02,5.0,625000
12,60000,0,0,0,0,20.77,1248,88.8,7.0,600000
14,150000,1,0,0,0,12.8,1396,85.0,5.0,150000
8,35000,1,0,0,0,23.01,999,67.0,5.0,300000
12,46000,1,0,0,0,18.2,1199,84.8,5.0,229999
7,10000,1,0,0,0,16.8,796,34.2,8.0,220000
9,35000,1,0,0,0,18.6,1197,81.83,5.0,576000
9,50000,1,0,0,0,25.17,799,53.3,5.0,265000
14,80000,0,0,0,0,22.32,1582,126.32,5.0,300000
8,110000,0,0,0,0,24.7,1047,69.0,5.0,420000
10,14000,0,0,0,0,20.77,1248,88.76,7.0,750000
13,60000,3,0,0,1,30.46,796,47.3,5.0,165000
8,28000,1,0,0,0,25.17,799,53.3,5.0,290000
14,57000,1,0,0,0,21.1,814,55.2,5.0,160000
8,50000,0,0,0,0,26.59,1248,74.0,5.0,695000
13,70000,2,0,0,0,26.2,998,58.2,5.0,231000
10,60000,0,0,0,0,21.43,1364,87.2,5.0,1050000
12,70000,1,0,0,0,18.5,1197,82.85,5.0,400000
9,40000,1,0,0,0,18.6,1197,81.83,5.0,500000
15,120000,0,0,0,1,21.12,1248,88.8,5.0,150000
9,140000,0,0,0,1,14.02,2179,118.3,7.0,400000
15,100000,0,0,0,1,17.0,1405,70.0,5.0,120000
11,120000,0,0,0,1,14.02,2179,118.3,7.0,480000
12,120000,0,0,0,1,19.09,1405,69.01,5.0,200000
13,64000,0,0,0,1,17.8,1399,67.0,5.0,300000
10,25000,1,0,0,0,23.1,998,67.04,5.0,350000
6,12000,1,0,0,0,20.0,999,72.0,7.0,580000
13,70000,0,0,0,1,25.44,936,57.6,5.0,200000
9,120000,0,0,0,0,11.0,2179,120.0,5.0,750000
9,90000,1,0,0,0,25.17,799,53.3,5.0,261000
10,40000,1,0,0,0,18.2,1199,82.4,5.0,371000
15,300000,0,0,0,2,13.6,2523,63.0,7.0,320000
13,120000,0,0,0,1,19.09,1396,69.0,5.0,204999
22,90000,1,0,0,1,13.2,1495,94.0,5.0,110000
16,100000,0,0,0,3,17.7,1399,68.0,5.0,150000
9,90000,0,0,0,1,15.96,2523,62.1,7.0,625000
8,50000,0,0,0,1,15.4,1997,120.0,7.0,1300000
10,168000,0,0,0,0,20.6,1968,141.0,5.0,900000
15,110000,0,0,0,1,20.0,1399,68.0,5.0,180000
15,120000,0,0,0,1,13.6,2523,63.0,7.0,421000
13,120000,0,0,0,1,19.09,1396,69.0,5.0,204999
8,40000,0,0,0,0,25.5,1498,98.6,5.0,900000
19,110000,1,0,0,1,17.7,1497,78.0,5.0,165000
15,100000,0,0,0,3,21.9,1396,90.0,5.0,270000
8,40000,0,0,0,0,24.3,1248,88.5,5.0,750000
6,30000,1,0,0,0,18.6,1197,81.86,5.0,750000
23,80000,1,0,0,2,16.1,796,37.0,4.0,40000
14,90000,0,0,0,1,20.0,1399,68.0,5.0,190000
16,200000,0,0,0,2,12.8,2494,102.0,7.0,395000
15,125000,0,0,0,1,11.5,2982,171.0,7.0,800000
14,80000,1,0,0,0,17.0,1197,80.0,5.0,315000
11,44000,0,0,1,1,16.55,1968,147.51,5.0,1600000
12,90000,0,0,0,0,23.59,1364,67.04,5.0,409999
7,32000,1,0,0,0,18.9,1197,81.86,5.0,580000
12,70000,1,0,0,0,18.5,1197,82.85,5.0,340000
10,43000,1,0,0,0,21.1,814,55.2,5.0,270000
8,80000,0,0,0,0,22.95,1248,74.0,5.0,280000
13,60000,0,0,0,0,22.3,1248,74.0,5.0,130000
11,18945,1,0,0,0,21.1,814,55.2,5.0,260000
7,70000,0,0,0,0,24.0,1186,73.97,5.0,710000
12,100000,1,0,0,2,15.1,1196,73.0,7.0,204999
8,60000,1,0,0,0,20.62,1198,67.0,7.0,300000
16,144000,0,0,0,1,19.3,1248,73.9,5.0,180000
9,120000,0,0,0,0,18.49,1493,100.0,7.0,700000
13,107825,0,0,0,1,21.9,1396,90.0,5.0,320000
5,15000,1,0,0,0,22.05,796,47.3,5.0,370000
7,10000,1,0,0,0,25.17,799,53.3,5.0,340000
6,1620,1,0,0,0,19.01,1462,103.2,6.0,1040000
7,30000,0,0,0,0,21.19,1396,88.76,5.0,750000
7,70000,0,0,0,0,18.49,2179,120.0,9.0,600000
9,70000,0,0,0,0,15.96,2523,63.0,9.0,550000
12,95000,0,0,0,1,12.99,2494,100.57,7.0,600000
8,50000,0,0,0,0,24.7,1047,69.0,5.0,550000
10,160000,0,0,0,0,25.1,1498,98.6,5.0,750000
6,10000,1,0,0,0,20.3,1086,68.0,5.0,450000
13,100000,0,0,0,2,20.77,1248,88.76,7.0,400000
9,50000,0,0,0,1,25.2,1248,74.0,5.0,520000
12,60000,1,0,0,1,20.2,998,67.1,5.0,199000
13,110000,0,0,0,0,25.44,936,57.6,5.0,150000
9,80000,0,0,0,2,21.19,1396,88.73,5.0,540000
14,85000,0,0,0,1,21.5,1248,88.8,5.0,250000
15,90000,1,0,0,1,18.9,1061,67.0,5.0,200000
14,90000,0,0,0,1,25.0,1396,69.0,5.0,130000
18,90000,1,0,0,0,16.1,796,37.0,4.0,90000
13,120000,0,0,0,1,22.32,1582,126.32,5.0,450000
16,120000,0,0,0,0,18.1,1493,110.0,5.0,280000
18,160000,0,0,0,1,13.93,2956,138.1,7.0,280000
